rMAGs,Completeness (%),Contamination (%),EGS (Mbp),group,phylum,class,order,family,genus,avg_rpkm
SRR14932584_bin.6,84.39518336,3.15270936,3.290491972,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter,0.065917704
SRR14932584_bin.7,92.64026403,3.465346535,3.572447188,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Niabella,0.104337964
SRR14932584_bin.8,97.29064039,1.35741653,3.428472902,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__JADIYW01,g__JADJSS01,0.128004749
SRR14932585_bin.11,75.74165298,0,4.915233367,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__UBA10324,g__JACCZZ01,0.058432774
SRR14932585_bin.12,80.45502646,2.989417989,4.130194602,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767,f__B-17BO,g__UBA2475,0.044119288
SRR14932585_bin.18,93.2568626,3.474171909,3.840213658,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Casimicrobiaceae,g__VBCG01,0.267694364
SRR14932585_bin.21,78.39170507,4.270353303,10.41309527,WWTP,Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__JADJRH01,0.061458155
SRR14932585_bin.6,79.94623656,0.64516129,7.014091977,WWTP,Desulfobacterota,c__Binatia,o__UTPRO1,f__UTPRO1,g__UTPRO1,0.161482905
SRR14932585_bin.8,91.96937322,1.709401709,7.90221245,WWTP,Acidobacteriota,c__Blastocatellia,o__RBC074,f__RBC074,g__RBC074,0.19010689
SRR14932586_bin.13,93.53903066,1.612364244,4.776092319,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Accumulibacter,0.886882652
SRR14932586_bin.15,85.04273504,1.709401709,8.569110524,WWTP,Acidobacteriota,c__Blastocatellia,o__RBC074,f__RBC074,g__,0.20311878
SRR14932586_bin.5,91.57024793,2.454545455,4.222161006,WWTP,Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__UBA12294,1.100843523
SRR14932586_bin.6,95.24557166,2.026721014,3.73045451,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__RPQJ01,0.143493687
SRR14932587_bin.12,92.18181818,2.727272727,5.506891824,WWTP,Chloroflexota,c__Anaerolineae,o__Promineofilales,f__Promineofilaceae,g__,0.22104432
SRR14932587_bin.14,79.30143014,2.491749175,6.396616448,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__,0.088282254
SRR14932587_bin.15,86.65860036,1.635514019,6.179453335,WWTP,,,,,,0.45322892
SRR14932587_bin.19,87.32954545,6.875,4.404406914,WWTP,Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira_A,0.313827769
SRR14932587_bin.25,93.84145266,1.098901099,7.034827288,WWTP,KSB1,c__UBA2214,o__DRLW01,f__QEVD01,g__,0.121434769
SRR14932587_bin.3,76.72413793,0,4.412969753,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Casimicrobiaceae,g__VBCG01,0.175375625
SRR14932587_bin.6,90.17649018,2.262443439,4.783822072,WWTP,Eisenbacteria,c__RBG-16-71-46,o__RBG-16-71-46,f__RBG-16-71-46,g__CADEFY01,0.11407081
SRR14932587_bin.7,100,0,2.921957,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767-A,f__OLB10,g__OLB10,0.273535987
SRR14932588_bin.2,87.96395194,1.109813084,4.329201583,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Rubrivivax,0.210902738
SRR14932588_bin.26,96.62698413,1.19047619,2.816838723,WWTP,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__UBA6776,g__,0.087207237
SRR14932588_bin.28,86.06060606,0.909090909,3.877984364,WWTP,Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__OLB14,0.098610538
SRR14932593_bin.2,98.52216749,0.985221675,3.810951029,WWTP,,,,,,0.267488521
SRR14932593_bin.27,93.01075269,4.901177675,11.13757263,WWTP,Myxococcota,c__Polyangia,o__Polyangiales,f__Ga0077539,g__,0.122570041
SRR14932593_bin.29,89.49873737,1.818181818,3.181578703,WWTP,Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__,0.054404951
SRR14932593_bin.3,93.58974359,2.089268756,6.345714182,WWTP,Cyanobacteria,c__Vampirovibrionia,o__Obscuribacterales,f__Obscuribacteraceae,g__Obscuribacter,0.215637351
SRR14932593_bin.32,82.48772643,4.748603352,3.908228815,WWTP,Bacteroidota,c__Ignavibacteria,o__Ignavibacteriales,f__Ignavibacteriaceae,g__IGN3,0.163624221
SRR14932593_bin.36,84.74728488,0.446428571,3.767778682,WWTP,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__UBA2336,0.051455379
SRR14932593_bin.38,94.72413793,0.574712644,3.8983272,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__M0108,0.457453464
SRR14932593_bin.39,80.41118388,1.413006469,4.366374696,WWTP,Spirochaetota,c__Leptospirae,o__Turneriellales,f__Turneriellaceae,g__Turneriella,0.121120508
SRR14932593_bin.4,76.48148148,3.984126984,3.941687604,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767-A,f__OLB10,g__CAINEC01,0.146299054
SRR14932593_bin.41,80.7562724,2.465437788,8.000084058,WWTP,Myxococcota,c__Polyangia,o__Nannocystales,f__Nannocystaceae,g__JADJRG01,0.171280175
SRR14932593_bin.43,80.52631579,0,4.382474183,WWTP,Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira_A,0.382301862
SRR14932593_bin.9,97.00854701,2.214452214,4.825757966,WWTP,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__JAEUJM01,g__JAEUJM01,0.158598768
SRR14932594_bin.1,89.36327219,2.688172043,2.220083542,WWTP,Omnitrophota,c__Koll11,o__UBA10015,f__GCA-002753745,g__CAJARJ01,0.122881466
SRR14932594_bin.10,98.68099658,0,1.299152871,WWTP,Firmicutes,c__Bacilli,o__RFN20,f__CAG-826,g__UBA1424,0.054557843
SRR14932594_bin.13,86.88172043,3.010752688,4.032212552,WWTP,Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfococcaceae,g__Desulfococcus,0.02701788
SRR14932594_bin.17,83.923677,2.785923754,3.137776283,WWTP,Omnitrophota,c__Omnitrophia,o__JAHJGZ01,f__JAHJGZ01,g__,0.027650609
SRR14932594_bin.2,84.18530263,5.241433022,3.305861292,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Hydrogenophaga,0.098370327
SRR14932594_bin.22,83.24911868,4.054054054,3.477936963,WWTP,Verrucomicrobiota,c__Kiritimatiellae,o__LD1-PB3,f__Lenti-01,g__Lenti-01,0.031120988
SRR14932594_bin.24,90.22360248,1.811594203,2.855634225,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__RZZS01,0.030374749
SRR14932594_bin.25,89.99103943,1.612903226,2.443732191,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__WCHB1-69,g__UBA5429,0.025414704
SRR14932594_bin.28,82.07282913,4.254201681,3.430993419,WWTP,UBP6,c__UBA1177,o__UBA1177,f__UBA1177,g__JAGOEX01,0.022729632
SRR14932594_bin.29,87.44444444,0.565656566,1.661437674,WWTP,Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae,g__UBA2284,0.284775696
SRR14932594_bin.3,76.10087046,0.34562212,3.372885975,WWTP,Desulfobacterota,c__Desulfarculia,o__Desulfarculales,f__Desulfarculaceae,g__Desulfarculus,0.023452394
SRR14932594_bin.30,83.49356086,2.247191011,5.074284995,WWTP,Riflebacteria,c__Ozemobacteria,o__Ozemobacterales,f__Ozemobacteraceae,g__MWAR01,0.025522769
SRR14932594_bin.32,85.99509873,3.04711838,2.782981309,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__,0.022299846
SRR14932594_bin.4,95.96774194,2.419354839,4.43929324,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__4484-276,g__RZYY01,0.069405257
SRR14932594_bin.6,92.04545455,1.80785124,2.977254192,WWTP,Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__Sphaerochaeta,0.051574363
SRR14932594_bin.8,92.96969697,4.222222222,2.251044022,WWTP,Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae,g__UBA6181,0.101421679
SRR14932594_bin.9,87.33333333,1.777777778,1.361674514,WWTP,Firmicutes,c__Bacilli,o__Izemoplasmatales,f__UBA5603,g__UBA2289,0.030379224
SRR14932595_bin.10,97.6984127,0.71957672,3.326556408,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Accumulibacter,0.156764033
SRR14932595_bin.13,98.96825397,0.690943044,4.620782169,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Accumulibacter,0.217846712
SRR14932595_bin.14,93.38709677,2.603686636,8.209990191,WWTP,Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__JABFXX01,0.057266031
SRR14932595_bin.18,89.12698413,0.238095238,3.59453892,WWTP,,,,,,0.25015574
SRR14932595_bin.19,94.03174603,1.444444444,3.441503939,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767,f__B-17BO,g__UBA4416,0.126618348
SRR14932595_bin.23,87.10774286,1.325088339,2.618030486,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,0.140566292
SRR14932595_bin.24,98.80952381,0.297619048,4.517399984,WWTP,,,,,,0.084493453
SRR14932595_bin.25,98.29059829,1.282051282,4.073475735,WWTP,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Microtrichaceae,g__JADJBW01,0.288626799
SRR14932595_bin.27,86.05060506,0.495049505,5.51883874,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__M3007,0.134624819
SRR14932595_bin.29,84.65346535,0.99009901,4.179442457,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__JADKBO01,0.183797213
SRR14932595_bin.33,80.98659004,1.724137931,3.4769614,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Competibacter_A,0.423420134
SRR14932595_bin.7,92.58894362,0.016420361,2.96101858,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,0.243305117
SRR14932595_bin.8,82.08264915,1.642036125,4.19831358,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__JJ008,0.23144662
SRR14932596_bin.1,87.74754657,0.0999001,1.168374324,WWTP,Proteobacteria,c__Alphaproteobacteria,o__UBA3830,f__,g__,0.028837288
SRR14932596_bin.10,91.63082437,2.132616487,9.435329296,WWTP,Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__JABFXX01,0.127136912
SRR14932596_bin.15,75.86206897,3.448275862,4.149939985,WWTP,Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Lacunisphaera,0.131392874
SRR14932596_bin.17,88.80952381,1.121693122,4.097756869,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767,f__B-17BO,g__UBA2475,0.0717718
SRR14932596_bin.20,77.01759834,1.014492754,2.318106244,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Paracaedibacterales,f__VGCI01,g__VGCI01,0.05497301
SRR14932596_bin.21,98.19862155,0.892857143,2.952238546,WWTP,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__,0.117818897
SRR14932596_bin.22,86.44500561,4.814814815,2.610146563,WWTP,Armatimonadota,c__Fimbriimonadia,o__Fimbriimonadales,f__Fimbriimonadaceae,g__JAFLBD01,0.079462559
SRR14932596_bin.25,77.68837758,1.695261438,3.424901393,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Giesbergeria,1.825168718
SRR14932596_bin.32,95.96774194,2.419354839,3.888420799,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__PHOS-HE28,g__PHOS-HE28,0.210447128
SRR14932596_bin.4,80.97806423,1.041901753,3.232241007,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Thiobacillaceae,g__PFJX01,0.20451205
SRR14932596_bin.44,83.92592593,1.047619048,4.081618868,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767,f__B-17BO,g__UBA2475,0.029512643
SRR14932596_bin.46,92.93029393,5.129564193,2.65170512,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,0.411758913
SRR14932596_bin.5,90.15873016,2.791461412,3.372988329,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavipsychrobacter,0.040697278
SRR14932596_bin.6,91.65426587,1.488095238,4.513980507,WWTP,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Leadbetterella,0.087396845
SRR14932596_bin.7,81.02564103,2.136752137,5.635934554,WWTP,Cyanobacteria,c__Vampirovibrionia,o__Obscuribacterales,f__Obscuribacteraceae,g__Obscuribacter,0.066124222
SRR14932596_bin.8,93.34583268,5.446752161,3.759702737,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Thiobacillaceae,g__PFJX01,0.111041648
SRR14932597_bin.10,87.84848485,4.646464646,5.692930497,WWTP,Chloroflexota,c__Anaerolineae,o__Promineofilales,f__Promineofilaceae,g__JADJXA01,0.244037078
SRR14932597_bin.25,88.46153846,1.709401709,2.009080398,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylotenera_A,0.186623427
SRR14932597_bin.26,92.05436448,2.625152625,3.323779,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SCOH01,g__,0.174729928
SRR14932597_bin.5,100,0,5.609746,WWTP,Spirochaetota,c__Leptospirae,o__Leptospirales,f__Leptospiraceae,g__UBA2033,0.151323482
SRR14932597_bin.8,98.43715796,0.119617225,2.757418293,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Nitrosomonas,0.652774073
SRR14932604_bin.17,86.83947051,3.296224064,2.409593491,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,0.024665355
SRR14932604_bin.18,88.99433899,1.648351648,2.098246928,WWTP,Cloacimonadota,c__Cloacimonadia,o__Cloacimonadales,f__Cloacimonadaceae,g__UBA5456,0.116422369
SRR14932604_bin.20,91.0472973,2.732079906,3.346164845,WWTP,Verrucomicrobiota,c__Kiritimatiellae,o__LD1-PB3,f__Lenti-01,g__Lenti-01,0.118783867
SRR14932604_bin.23,91.64040806,1.094595975,2.803225258,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__SYFN01,0.020760713
SRR14932604_bin.27,95.97035693,1.376285541,3.801962195,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiocapsa,1.838979393
SRR14932604_bin.28,79.89864865,1.238738739,1.516891471,WWTP,Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__,g__,0.019974364
SRR14932604_bin.30,87.17777594,2.203972575,4.592329994,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiocapsa,1.044384985
SRR14932604_bin.36,85.61856974,2.002164502,2.824028497,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,0.025528068
SRR14932604_bin.38,81.63571196,1.720430108,2.920999803,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__M50B96,g__M50B96,0.015292668
SRR14932604_bin.4,77.49221184,0,1.375451771,WWTP,Iainarchaeota,c__Iainarchaeia,o__0-14-0-20-30-16,f__CSSED10-239,g__,0.034810614
SRR14932604_bin.7,100,0,2.169236,WWTP,Desulfobacterota,c__Desulfuromonadia,o__Desulfuromonadales,f__BM103,g__,0.287636864
SRR14932609_bin.11,93.87096774,4.746543779,13.29856392,WWTP,Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__Polyangium,0.049937089
SRR14932609_bin.15,90.84249084,0,1.001989258,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Holosporales,f__VGCF01,g__,0.011160603
SRR14932609_bin.17,90.68418172,1.193212917,4.006781924,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__BACL12,g__,0.011848735
SRR14932609_bin.18,93.77668309,1.696770662,4.029101698,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__JJ008,0.054124168
SRR14932609_bin.2,83.18019943,3.931623932,9.037874972,WWTP,Acidobacteriota,c__Blastocatellia,o__RBC074,f__RBC074,g__RBC074,0.019361941
SRR14932609_bin.23,92.12284132,1.559139785,4.729699106,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__PHOS-HE28,g__PHOS-HE28,0.046590952
SRR14932609_bin.24,95.23809524,0.978835979,3.83807811,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767-A,f__2013-40CM-41-45,g__CAINVI01,2.647558669
SRR14932609_bin.25,83.8664422,1.282051282,1.705046875,WWTP,Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__JAGPDB01,g__JAGPDB01,0.021711498
SRR14932609_bin.26,75.34818123,2.747252747,3.085041276,WWTP,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__SPDF01,0.314232939
SRR14932609_bin.27,77.5862069,0,3.9089216,WWTP,Eisenbacteria,c__RBG-16-71-46,o__RBG-16-71-46,f__RBG-16-71-46,g__CADEFY01,0.07098037
SRR14932609_bin.39,81.84633472,1.869158879,3.342614452,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ramlibacter,0.188725833
SRR14932609_bin.40,98.47619048,0,3.84498322,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767-A,f__OLB10,g__,0.035823455
SRR14932609_bin.42,92.30769231,3.923853924,7.669684292,WWTP,Cyanobacteria,c__Vampirovibrionia,o__Obscuribacterales,f__Obscuribacteraceae,g__,0.031579805
SRR14932609_bin.43,85.91985428,1.111111111,4.471443445,WWTP,Bacteroidota,c__Ignavibacteria,o__SJA-28,f__B-1AR,g__JAGPCH01,0.025423456
SRR14932609_bin.45,87.08847737,1.851851852,3.464262114,WWTP,Chloroflexota,c__Limnocylindria,o__Limnocylindrales,f__CSP1-4,g__SPCO01,0.067190782
SRR14932609_bin.46,94.90740741,1.851851852,2.385165412,WWTP,Armatimonadota,c__Fimbriimonadia,o__Fimbriimonadales,f__Fimbriimonadaceae,g__JAFLBD01,0.071151343
SRR14932609_bin.50,87.18294052,3.703703704,3.999530446,WWTP,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Microtrichaceae,g__AWTP1-35,0.195911146
SRR14932609_bin.53,98.44642857,0.476190476,3.794866916,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Accumulibacter,0.163975283
SRR14932609_bin.6,83.23754789,5.041050903,4.256686458,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__JJ008,0.153698466
SRR14932609_bin.60,79.26388889,3.181818182,3.819480094,WWTP,Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira_D,0.03998527
SRR14932609_bin.61,93.41216216,3.520368194,4.134160918,WWTP,Verrucomicrobiota,c__Kiritimatiellae,o__LD1-PB3,f__CAIVKH01,g__,0.040892107
SRR14932609_bin.67,91.17171717,1.545454545,5.529225947,WWTP,Chloroflexota,c__Anaerolineae,o__SSC4,f__SSC4,g__SSC4,0.075522448
SRR14932609_bin.70,88.27536232,3.333333333,4.40519912,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__SZUA-430,0.062899915
SRR14932609_bin.71,75.73275862,0,3.456980899,WWTP,Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,0.050654707
SRR14932609_bin.72,96.76136364,2.727272727,4.567439481,WWTP,Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira_F,0.078177658
SRR14932609_bin.79,87.86943164,1.671786994,5.324703445,WWTP,Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__JABFXX01,0.040865963
SRR14932609_bin.82,96.96969697,2.727272727,6.548276059,WWTP,Chloroflexota,c__Anaerolineae,o__UBA4142,f__SHND01,g__SHND01,0.060551481
SRR14932609_bin.83,84.93434657,3.149641577,3.865323969,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__JAEUMD01,0.129696472
SRR14932609_bin.87,76.0403972,3.751974724,6.461751066,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Casimicrobiaceae,g__VBCG01,0.021031921
SRR14932609_bin.88,85.46511628,1.744186047,2.604842162,WWTP,Proteobacteria,c__Gammaproteobacteria,o__,f__,g__,0.01558308
SRR14932609_bin.89,79.35299994,2.262443439,4.190509599,WWTP,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__JADJOM01,0.132850102
SRR14932609_bin.9,90.90218424,5.982905983,4.78481508,WWTP,Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__JAGNNV01,g__JAGNNV01,0.052659228
SRR14932610_bin.10,89.18415708,1.639020537,4.537122838,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Casimicrobiaceae,g__Casimicrobium,0.688679894
SRR14932610_bin.12,95.57416268,0.637958533,2.993881942,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Nitrosomonas,0.193023502
SRR14932610_bin.13,75.86355357,1.4571949,3.744607243,WWTP,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__ELB16-189,0.09532331
SRR14932610_bin.4,90.87458746,3.069306931,3.894067622,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__JADKBO01,0.257815451
SRR14932610_bin.5,98.60426929,0.344827586,2.532909329,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__UBA1930,0.238579964
SRR14932611_bin.10,95.03504673,0.46728972,6.145346787,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Rubrivivax,0.407318252
SRR14932611_bin.11,82.26786582,2.272727273,7.104304981,WWTP,Planctomycetota,c__UBA1135,o__UBA2386,f__UBA2386,g__UBA2386,0.084625524
SRR14932611_bin.15,85.01872659,0.385547477,2.299107374,WWTP,Elusimicrobiota,c__Elusimicrobia,o__F11,f__FEN-1173,g__JADJJR01,0.139265408
SRR14932612_bin.12,86.30434783,0.869565217,1.886117267,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__UBA1573,0.018589551
SRR14932612_bin.13,93.22222222,3.928571429,3.228999717,WWTP,Bacteroidota,c__Bacteroidia,o__NS11-12g,f__UKL13-3,g__CAISCU01,0.047337928
SRR14932612_bin.2,88.31541219,2.680491551,8.250546194,WWTP,Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__JAAFHV01,0.336689111
SRR14932612_bin.25,94.92063492,1.785714286,3.381668629,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__M30B66,g__M30B66,0.018884108
SRR14932612_bin.27,86.63765738,4.12135805,3.82612885,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Contendobacter,0.166885312
SRR14932612_bin.28,79.7752809,0,1.406525915,WWTP,Patescibacteria,c__JAEDAM01,o__BD1-5,f__UBA2023,g__JAGOMW01,0.049544612
SRR14932612_bin.37,93.39112969,2.313084112,4.843590633,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Rhodoferax,0.05715133
SRR14932612_bin.41,85.00275028,3.646864686,3.431946462,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Niabella,0.084137173
SRR14932612_bin.46,80.88833883,1.98019802,5.074094471,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__M3007,0.051430366
SRR14932612_bin.47,93.49457216,2.286877395,2.322421621,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__,0.108288521
SRR14932612_bin.50,93.03630363,5.462046205,3.608364804,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__JADJVK01,0.076583112
SRR14932612_bin.51,98.25396825,0.952380952,3.148977525,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767,f__B-17BO,g__UBA2475,0.099913741
SRR14932612_bin.53,99.48002189,0.738916256,3.431595777,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter,0.04493902
SRR14932612_bin.60,82.04149893,1.123595506,3.418175914,WWTP,Spirochaetota,c__Leptospirae,o__Turneriellales,f__Turneriellaceae,g__Turneriella,0.186961913
SRR14932612_bin.62,90.10127803,2.716823406,4.065274679,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__GCA-013693735,0.022335403
SRR14932612_bin.66,93.13390313,4.326923077,6.854217746,WWTP,Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,f__UBA5066,g__UBA5066,0.067090247
SRR14932612_bin.70,90.08346582,6.418918919,7.086175075,WWTP,Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__,g__,0.022711002
SRR14932612_bin.79,94.64285714,0.892857143,2.97831926,WWTP,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__,g__,0.114893211
SRR14932612_bin.8,98.0952381,0.634920635,4.420002559,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767,f__UBA4408,g__CAIKXD01,0.02469183
SRR14932612_bin.88,95,1.584133653,3.821075375,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Accumulibacter,0.146903946
SRR14932612_bin.90,93.06679374,3.053490513,3.456244497,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Brachymonas,0.085967356
SRR14932612_bin.91,89.65517241,0.563765736,2.989985066,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__UBA1930,0.039249833
