genome,completeness,contamination,length,N50
SRR14932549_bin.27.fa,86.51,2.59,3516841,6296
SRR14932549_bin.29.fa,84.87,1.18,5015369,4901
SRR14932549_bin.31.fa,75.55,2.22,2708967,3987
SRR14932549_bin.34.fa,83.59,4.64,3360463,4035
SRR14932549_bin.35.fa,60.97,0.0,4603804,2726
SRR14932549_bin.37.fa,89.64,1.31,3767432,47143
SRR14932549_bin.4.fa,69.72,2.24,3930633,2142
SRR14932549_bin.6.fa,83.15,5.63,1696811,6770
SRR14932549_bin.7.fa,66.83,0.0,4455000,6310
SRR14932549_bin.8.fa,58.83,1.18,2694142,6206
SRR14932549_bin.9.fa,86.04,1.74,2273718,4641
SRR14932550_bin.1.fa,84.59,0.39,2353013,6645
SRR14932550_bin.10.fa,88.47,1.34,3251199,6068
SRR14932550_bin.11.fa,77.34,3.68,2228370,4481
SRR14932550_bin.12.fa,83.02,4.93,3519685,10641
SRR14932550_bin.13.fa,88.42,1.14,3990232,17651
SRR14932550_bin.14.fa,88.23,4.95,2897322,6246
SRR14932550_bin.15.fa,97.48,1.48,2635215,10769
SRR14932550_bin.17.fa,93.18,2.69,3478385,9571
SRR14932550_bin.19.fa,77.59,0.0,2890778,9342
SRR14932550_bin.20.fa,86.07,2.61,3245572,13488
SRR14932550_bin.21.fa,52.26,0.0,2559581,4428
SRR14932550_bin.23.fa,90.33,0.71,3135359,24803
SRR14932550_bin.25.fa,67.6,2.27,3122430,7585
SRR14932550_bin.26.fa,91.23,1.3,4174647,27740
SRR14932550_bin.27.fa,82.35,2.82,2627366,5214
SRR14932550_bin.28.fa,55.02,0.99,1945837,5840
SRR14932550_bin.29.fa,60.08,0.0,761099,6618
SRR14932550_bin.3.fa,79.49,0.45,4526043,4914
SRR14932550_bin.30.fa,84.66,1.2,5779599,6024
SRR14932550_bin.33.fa,89.47,6.72,3579515,6836
SRR14932550_bin.35.fa,95.29,1.18,5502267,10145
SRR14932550_bin.36.fa,97.03,1.72,5791085,16722
SRR14932550_bin.39.fa,88.47,2.74,4187043,7700
SRR14932550_bin.41.fa,91.67,1.7,7126243,16103
SRR14932550_bin.43.fa,95.07,3.45,3252081,12155
SRR14932550_bin.5.fa,78.32,3.3,3615875,5558
SRR14932550_bin.6.fa,81.44,2.7,3776514,10004
SRR14932550_bin.7.fa,62.44,1.75,5324951,3160
SRR14932550_bin.9.fa,90.31,1.08,4001449,8455
SRR14932552_bin.1.fa,52.59,0.0,2517813,6192
SRR14932552_bin.11.fa,62.28,1.01,4559192,4026
SRR14932552_bin.12.fa,83.81,5.89,3704544,3669
SRR14932552_bin.13.fa,95.61,8.01,5001904,20787
SRR14932552_bin.14.fa,91.73,2.64,2954925,10867
SRR14932552_bin.15.fa,90.68,1.78,2661332,16666
SRR14932552_bin.16.fa,93.69,0.89,3403132,16154
SRR14932552_bin.17.fa,75.96,1.91,3251796,9759
SRR14932552_bin.2.fa,71.12,0.77,2823981,13821
SRR14932552_bin.21.fa,67.13,1.65,2913149,4424
SRR14932552_bin.22.fa,69.37,3.7,2611159,7854
SRR14932552_bin.23.fa,97.81,0.43,3392161,113127
SRR14932552_bin.24.fa,81.87,1.22,2961531,8594
SRR14932552_bin.26.fa,77.13,4.61,3159826,3195
SRR14932552_bin.27.fa,60.34,1.72,2575961,6427
SRR14932552_bin.29.fa,88.48,5.29,2841585,5503
SRR14932552_bin.30.fa,92.11,2.74,4453039,25221
SRR14932552_bin.32.fa,82.51,1.26,5321701,11595
SRR14932552_bin.33.fa,89.06,2.9,8789978,5305
SRR14932552_bin.34.fa,63.72,0.16,2653539,4385
SRR14932552_bin.35.fa,71.87,0.86,6331781,5614
SRR14932552_bin.36.fa,82.31,4.2,2854519,5185
SRR14932552_bin.37.fa,85.49,1.41,2300261,6718
SRR14932552_bin.38.fa,74.97,0.74,3528450,3963
SRR14932552_bin.4.fa,63.37,2.48,871490,16991
SRR14932552_bin.40.fa,95.65,4.38,2427254,13826
SRR14932552_bin.42.fa,95.24,1.92,4020817,14380
SRR14932552_bin.43.fa,76.34,4.61,2024944,2660
SRR14932552_bin.44.fa,88.69,3.85,9229333,19816
SRR14932552_bin.46.fa,83.6,1.83,5519772,11531
SRR14932552_bin.49.fa,78.6,5.36,5977988,4867
SRR14932552_bin.5.fa,73.96,2.37,2587712,3685
SRR14932552_bin.6.fa,84.3,3.34,2599967,8165
SRR14932552_bin.7.fa,85.13,4.16,8519226,10266
SRR14932552_bin.8.fa,71.6,3.4,5497835,8240
SRR14932552_bin.9.fa,72.69,2.74,4975387,5179
SRR14932555_bin.10.fa,74.84,2.9,608671,5034
SRR14932555_bin.11.fa,85.26,0.89,3030496,5910
SRR14932555_bin.13.fa,82.8,2.56,5900663,4813
SRR14932555_bin.16.fa,86.32,0.85,3703701,6491
SRR14932555_bin.18.fa,82.06,4.03,6797955,5356
SRR14932555_bin.2.fa,83.42,2.75,5348737,10642
SRR14932555_bin.20.fa,90.23,4.4,3372130,8182
SRR14932555_bin.21.fa,95.0,7.27,3974246,12745
SRR14932555_bin.22.fa,82.65,3.27,3102753,4175
SRR14932555_bin.25.fa,66.78,2.56,3434992,3325
SRR14932555_bin.26.fa,69.16,2.47,1613996,2417
SRR14932555_bin.6.fa,92.99,1.24,3400726,8568
SRR14932555_bin.7.fa,76.61,1.38,8648048,6452
SRR14932555_bin.8.fa,85.47,3.73,4293045,9841
SRR14932557_bin.1.fa,85.31,1.08,3779611,10493
SRR14932557_bin.10.fa,56.39,0.69,2944685,2006
SRR14932557_bin.11.fa,59.51,0.87,1700195,3340
SRR14932557_bin.12.fa,83.59,2.43,3199567,7630
SRR14932557_bin.13.fa,82.42,3.07,3594219,4744
SRR14932557_bin.14.fa,65.73,2.59,1837937,2940
SRR14932557_bin.15.fa,95.26,0.18,3330902,61041
SRR14932557_bin.16.fa,96.47,1.18,5860350,26255
SRR14932557_bin.18.fa,83.4,1.69,2049930,5358
SRR14932557_bin.19.fa,73.21,2.87,6621645,3411
SRR14932557_bin.2.fa,91.46,3.43,5236611,9328
SRR14932557_bin.20.fa,80.15,3.47,5033673,6203
SRR14932557_bin.21.fa,95.24,0.97,3482686,23113
SRR14932557_bin.22.fa,82.6,2.94,3031195,5976
SRR14932557_bin.5.fa,84.09,3.12,2911953,3665
SRR14932557_bin.7.fa,82.35,3.28,3482039,5141
SRR14932557_bin.9.fa,70.9,3.42,4768315,6948
SRR14932560_bin.1.fa,82.41,0.1,1382609,20109
SRR14932560_bin.10.fa,94.61,1.68,2710614,18448
SRR14932560_bin.12.fa,93.55,0.87,3401414,13277
SRR14932560_bin.13.fa,92.06,2.94,3214063,10024
SRR14932560_bin.14.fa,79.96,2.29,2131373,3911
SRR14932560_bin.15.fa,97.52,2.36,9074987,12594
SRR14932560_bin.17.fa,91.03,4.51,8415422,8917
SRR14932560_bin.18.fa,61.6,0.69,2471428,3517
SRR14932560_bin.19.fa,77.0,1.5,2965273,4920
SRR14932560_bin.2.fa,64.45,0.0,847343,12659
SRR14932560_bin.20.fa,93.49,1.37,2705099,8372
SRR14932560_bin.22.fa,92.94,1.08,3867740,15673
SRR14932560_bin.23.fa,95.54,1.65,5992185,36214
SRR14932560_bin.24.fa,95.68,0.95,2200020,18483
SRR14932560_bin.25.fa,100.0,0.0,2961569,39887
SRR14932560_bin.26.fa,86.94,2.43,2751622,9318
SRR14932560_bin.27.fa,94.88,2.31,4149474,20237
SRR14932560_bin.28.fa,79.6,2.14,2690189,5783
SRR14932560_bin.29.fa,93.07,1.45,2922005,31667
SRR14932560_bin.30.fa,80.02,5.31,4370764,5525
SRR14932560_bin.31.fa,97.48,0.59,2819738,19447
SRR14932560_bin.32.fa,97.73,3.4,9143062,17124
SRR14932560_bin.33.fa,77.22,2.05,3061492,4747
SRR14932560_bin.34.fa,93.38,1.79,4312726,20471
SRR14932560_bin.37.fa,89.85,3.82,4125954,62272
SRR14932560_bin.38.fa,91.51,1.29,8249693,9408
SRR14932560_bin.39.fa,97.04,0.77,2673082,26997
SRR14932560_bin.4.fa,91.74,6.96,4181128,7903
SRR14932560_bin.40.fa,70.82,2.34,2181741,5751
SRR14932560_bin.41.fa,94.34,1.47,6832474,12585
SRR14932560_bin.42.fa,74.14,3.45,3309938,5212
SRR14932560_bin.43.fa,95.0,4.55,7925493,26735
SRR14932560_bin.44.fa,68.83,2.12,2561248,2354
SRR14932560_bin.45.fa,86.07,3.04,2501643,7379
SRR14932560_bin.46.fa,97.33,0.86,3755309,34204
SRR14932560_bin.47.fa,90.65,4.62,7188810,11314
SRR14932560_bin.49.fa,93.4,0.46,2847350,30164
SRR14932560_bin.50.fa,60.25,2.02,3011874,1983
SRR14932560_bin.53.fa,55.17,0.43,887868,4565
SRR14932560_bin.54.fa,53.0,0.0,2358448,2837
SRR14932560_bin.6.fa,77.52,1.51,2627656,7057
SRR14932560_bin.7.fa,70.79,0.5,997801,43173
SRR14932560_bin.8.fa,68.55,1.88,613555,3022
SRR14932560_bin.9.fa,87.77,0.0,5779242,6795
SRR14932561_bin.1.fa,73.48,2.66,2269109,3292
SRR14932561_bin.11.fa,60.07,0.74,2961808,4305
SRR14932561_bin.12.fa,72.41,0.0,2982730,5469
SRR14932561_bin.13.fa,78.37,4.05,2675754,3553
SRR14932561_bin.14.fa,78.83,4.69,2402389,2314
SRR14932561_bin.15.fa,93.24,7.77,5802568,14202
SRR14932561_bin.16.fa,53.96,0.62,2064534,3200
SRR14932561_bin.18.fa,96.8,2.34,2786088,16259
SRR14932561_bin.19.fa,99.05,0.98,4705720,27372
SRR14932561_bin.2.fa,79.87,1.48,2102892,2827
SRR14932561_bin.20.fa,91.34,3.59,3510787,5001
SRR14932561_bin.21.fa,59.87,1.71,2979503,2993
SRR14932561_bin.22.fa,81.11,5.83,2915735,4423
SRR14932561_bin.23.fa,66.43,0.77,1731969,2579
SRR14932561_bin.25.fa,83.37,1.99,4069356,5914
SRR14932561_bin.26.fa,66.1,0.64,3145072,2940
SRR14932561_bin.27.fa,66.72,0.0,2157109,5211
SRR14932561_bin.3.fa,77.45,0.0,4080884,3490
SRR14932561_bin.4.fa,60.08,1.69,1920193,2369
SRR14932561_bin.5.fa,93.98,6.08,11941075,20303
SRR14932561_bin.6.fa,86.19,1.54,3540827,7451
SRR14932561_bin.9.fa,79.56,0.55,3011388,6364
SRR14932562_bin.1.fa,86.33,1.82,3258425,8352
SRR14932562_bin.10.fa,76.55,2.97,3519576,5680
SRR14932562_bin.11.fa,97.95,3.02,4263636,19689
SRR14932562_bin.12.fa,83.05,1.91,2500300,4917
SRR14932562_bin.13.fa,75.72,1.9,1999849,3610
SRR14932562_bin.14.fa,66.31,0.57,2852283,3611
SRR14932562_bin.15.fa,71.24,0.0,770666,20233
SRR14932562_bin.20.fa,93.17,1.13,4305191,13003
SRR14932562_bin.21.fa,71.9,0.0,3265748,7398
SRR14932562_bin.24.fa,60.54,1.23,1703695,1987
SRR14932562_bin.26.fa,61.38,0.0,598402,6755
SRR14932562_bin.28.fa,89.11,2.58,5159974,24249
SRR14932562_bin.3.fa,86.78,1.61,3271931,5539
SRR14932562_bin.31.fa,83.19,1.02,4625021,8319
SRR14932562_bin.33.fa,77.34,3.42,3219488,3303
SRR14932562_bin.34.fa,76.28,2.09,2561909,7004
SRR14932562_bin.35.fa,94.66,2.47,3592504,14403
SRR14932562_bin.36.fa,99.95,3.16,5368862,70156
SRR14932562_bin.37.fa,88.54,1.35,3899746,11387
SRR14932562_bin.38.fa,84.54,3.62,2157342,7252
SRR14932562_bin.39.fa,91.31,2.68,3392595,21011
SRR14932562_bin.4.fa,50.84,0.0,2415264,2560
SRR14932562_bin.41.fa,66.15,2.47,1090366,3648
SRR14932562_bin.42.fa,77.24,1.72,6278491,17104
SRR14932562_bin.43.fa,74.52,2.71,3265077,2421
SRR14932562_bin.44.fa,91.01,1.19,2810618,9492
SRR14932562_bin.5.fa,88.51,2.84,2625127,82901
SRR14932562_bin.6.fa,90.05,2.26,2612066,9932
SRR14932562_bin.7.fa,98.03,1.48,3939920,21012
SRR14932562_bin.8.fa,54.87,0.57,1176782,2020
SRR14932567_bin.1.fa,94.68,0.0,4967913,7350
SRR14932567_bin.10.fa,97.54,1.85,2808396,15850
SRR14932567_bin.11.fa,86.84,4.22,10919895,5795
SRR14932567_bin.12.fa,95.03,0.88,2512504,22818
SRR14932567_bin.13.fa,91.82,3.82,5622695,18819
SRR14932567_bin.15.fa,78.0,0.25,4243157,5869
SRR14932567_bin.17.fa,93.06,0.34,3760998,9144
SRR14932567_bin.18.fa,81.44,3.46,3175831,5612
SRR14932567_bin.19.fa,81.36,4.65,4486615,9758
SRR14932567_bin.2.fa,52.59,0.0,2444570,3014
SRR14932567_bin.20.fa,77.52,0.74,2496379,3760
SRR14932567_bin.22.fa,73.15,4.4,2314430,3328
SRR14932567_bin.23.fa,70.56,2.73,5321817,2975
SRR14932567_bin.25.fa,87.44,4.65,3834180,5144
SRR14932567_bin.28.fa,62.37,0.74,2045341,3354
SRR14932567_bin.5.fa,89.09,1.82,5246004,7960
SRR14932567_bin.6.fa,74.14,0.0,3080264,6376
SRR14932567_bin.7.fa,71.28,0.69,2369868,8895
SRR14932567_bin.8.fa,91.28,2.17,3366187,11728
SRR14932568_bin.1.fa,74.79,0.0,5033987,3862
SRR14932568_bin.10.fa,87.62,0.0,1540910,69109
SRR14932568_bin.12.fa,82.01,5.32,3284589,4633
SRR14932568_bin.13.fa,62.96,0.87,1838241,2952
SRR14932568_bin.14.fa,85.78,1.19,5594531,10579
SRR14932568_bin.15.fa,79.85,1.22,8085479,7488
SRR14932568_bin.16.fa,92.31,0.85,6568100,28162
SRR14932568_bin.17.fa,83.09,4.57,3858049,5873
SRR14932568_bin.19.fa,64.55,1.36,2438266,3490
SRR14932568_bin.2.fa,79.95,2.33,1917891,4057
SRR14932568_bin.20.fa,78.48,1.27,3080038,5919
SRR14932568_bin.21.fa,61.51,1.12,653146,4915
SRR14932568_bin.22.fa,90.91,2.11,4314149,4781
SRR14932568_bin.23.fa,92.91,4.56,4180968,10829
SRR14932568_bin.24.fa,95.05,2.22,3147499,11744
SRR14932568_bin.26.fa,82.7,3.92,5008943,3367
SRR14932568_bin.27.fa,80.08,4.13,2511850,6061
SRR14932568_bin.28.fa,57.85,0.92,2385853,4717
SRR14932568_bin.31.fa,65.07,0.0,6155934,6071
SRR14932568_bin.32.fa,89.28,5.18,4057587,5972
SRR14932568_bin.33.fa,97.02,0.99,3440349,48754
SRR14932568_bin.34.fa,74.45,0.5,2751033,5297
SRR14932568_bin.35.fa,75.98,1.08,4291479,5196
SRR14932568_bin.36.fa,72.41,1.72,2399967,3817
SRR14932568_bin.37.fa,93.49,1.08,3597618,10940
SRR14932568_bin.38.fa,90.62,3.22,4998531,7452
SRR14932568_bin.39.fa,62.04,0.93,996881,4865
SRR14932568_bin.4.fa,74.15,1.36,3512808,4890
SRR14932568_bin.40.fa,79.25,4.46,4660345,8607
SRR14932568_bin.41.fa,79.45,5.49,4790518,6840
SRR14932568_bin.42.fa,96.58,0.85,3464726,56382
SRR14932568_bin.5.fa,91.46,2.27,3521064,12073
SRR14932568_bin.6.fa,93.99,1.24,3860325,12841
SRR14932568_bin.7.fa,96.67,1.19,3151953,65323
SRR14932568_bin.8.fa,54.31,0.0,2230327,7154
SRR14932575_bin.1.fa,51.72,0.0,862862,4039
SRR14932575_bin.10.fa,69.39,2.03,1233584,2124
SRR14932575_bin.13.fa,84.49,2.24,2947947,5331
SRR14932575_bin.14.fa,85.8,2.12,2880294,7520
SRR14932575_bin.15.fa,63.79,1.72,3826093,9532
SRR14932575_bin.16.fa,94.88,5.96,2752181,4855
SRR14932575_bin.17.fa,96.06,3.15,2655478,9426
SRR14932575_bin.19.fa,91.76,0.86,2343673,18028
SRR14932575_bin.2.fa,77.62,0.65,3399646,4883
SRR14932575_bin.21.fa,79.51,0.71,2583613,5598
SRR14932575_bin.22.fa,93.14,1.11,2435363,7612
SRR14932575_bin.23.fa,85.57,4.19,1964661,6334
SRR14932575_bin.24.fa,82.27,2.75,3024720,7398
SRR14932575_bin.25.fa,67.35,2.61,1660120,3361
SRR14932575_bin.26.fa,85.51,1.68,2742215,6623
SRR14932575_bin.27.fa,68.25,2.48,3076468,2762
SRR14932575_bin.28.fa,83.33,2.66,3564837,6078
SRR14932575_bin.29.fa,84.82,2.16,3519574,14049
SRR14932575_bin.3.fa,85.74,1.3,3155430,3756
SRR14932575_bin.31.fa,93.69,0.6,3177195,24852
SRR14932575_bin.32.fa,84.29,2.06,1443911,12569
SRR14932575_bin.33.fa,59.66,0.0,1183743,3824
SRR14932575_bin.34.fa,68.2,2.3,3732498,10741
SRR14932575_bin.35.fa,82.82,1.0,3701399,8106
SRR14932575_bin.36.fa,72.19,2.84,1205985,6611
SRR14932575_bin.4.fa,88.56,4.2,4623324,8507
SRR14932575_bin.41.fa,61.68,1.97,1965597,3983
SRR14932575_bin.6.fa,73.67,1.59,1748427,8139
SRR14932575_bin.8.fa,91.23,0.0,1909673,16934
SRR14932575_bin.9.fa,83.15,1.12,1207116,11869
SRR14932576_bin.1.fa,79.32,0.52,2824268,3226
SRR14932576_bin.10.fa,69.13,3.19,3199113,3348
SRR14932576_bin.11.fa,63.79,1.52,2814416,4145
SRR14932576_bin.15.fa,95.91,0.64,6132669,10760
SRR14932576_bin.17.fa,98.64,1.73,5521506,36236
SRR14932576_bin.18.fa,66.62,1.12,3237559,4220
SRR14932576_bin.2.fa,95.73,0.23,3260057,69862
SRR14932576_bin.3.fa,75.54,4.48,8428738,4645
SRR14932576_bin.4.fa,82.54,1.74,2141825,4254
SRR14932576_bin.6.fa,98.26,0.9,4604130,12179
SRR14932576_bin.7.fa,81.48,2.44,2908202,5417
SRR14932576_bin.8.fa,74.14,0.0,4080485,18969
SRR14932576_bin.9.fa,72.49,2.7,2003802,4756
SRR14932577_bin.11.fa,64.36,1.1,813403,5794
SRR14932577_bin.12.fa,69.68,2.55,2102900,2694
SRR14932577_bin.13.fa,95.91,0.0,3954814,29939
SRR14932577_bin.15.fa,79.4,1.28,3534250,3886
SRR14932577_bin.17.fa,53.45,0.26,1253349,2225
SRR14932577_bin.18.fa,97.42,0.66,3744670,52454
SRR14932577_bin.19.fa,70.71,3.97,2135047,4845
SRR14932577_bin.2.fa,91.89,1.26,4229816,18258
SRR14932577_bin.21.fa,72.41,3.45,3484779,4059
SRR14932577_bin.22.fa,80.36,4.7,3820055,3496
SRR14932577_bin.23.fa,68.06,1.85,865048,26366
SRR14932577_bin.25.fa,67.58,2.21,1728299,2842
SRR14932577_bin.26.fa,91.14,0.64,3362412,16087
SRR14932577_bin.27.fa,81.04,1.53,2727712,11052
SRR14932577_bin.29.fa,83.5,1.96,3270096,5265
SRR14932577_bin.3.fa,67.09,2.01,2403258,3382
SRR14932577_bin.30.fa,90.1,3.28,3229890,8507
SRR14932577_bin.6.fa,98.0,1.0,3503570,18096
SRR14932577_bin.8.fa,77.59,1.72,2663515,19189
SRR14932577_bin.9.fa,58.33,0.93,764259,7276
SRR14932578_bin.10.fa,73.49,1.18,2825126,4289
SRR14932578_bin.12.fa,92.31,1.18,3989451,41674
SRR14932578_bin.13.fa,98.12,1.9,3598351,98687
SRR14932578_bin.14.fa,58.97,0.0,3639871,11916
SRR14932578_bin.15.fa,66.2,2.78,952220,25212
SRR14932578_bin.16.fa,54.31,0.0,2129971,6968
SRR14932578_bin.17.fa,72.22,1.37,2646464,8518
SRR14932578_bin.18.fa,54.1,0.47,1830034,1949
SRR14932578_bin.19.fa,77.59,0.0,3165704,36280
SRR14932578_bin.2.fa,80.96,1.51,2958165,6327
SRR14932578_bin.20.fa,92.22,0.65,3076789,13147
SRR14932578_bin.25.fa,74.38,0.74,3998700,4712
SRR14932578_bin.26.fa,95.47,1.08,2594023,13271
SRR14932578_bin.28.fa,64.58,0.0,771874,8386
SRR14932578_bin.31.fa,52.55,0.0,554392,12690
SRR14932578_bin.32.fa,81.19,3.11,2676850,5847
SRR14932578_bin.33.fa,89.36,1.02,4131129,7554
SRR14932578_bin.34.fa,89.01,0.55,5224207,12317
SRR14932578_bin.35.fa,64.19,1.12,1706376,3357
SRR14932578_bin.37.fa,89.35,4.25,7902436,16711
SRR14932578_bin.39.fa,97.57,0.29,2199736,26896
SRR14932578_bin.4.fa,71.9,0.91,3870813,3337
SRR14932578_bin.41.fa,84.81,4.19,6970810,9923
SRR14932578_bin.42.fa,67.05,3.01,6254681,2945
SRR14932578_bin.43.fa,86.88,3.81,2875433,12012
SRR14932578_bin.48.fa,74.63,4.21,4824493,6546
SRR14932578_bin.5.fa,82.3,5.12,2828285,5350
SRR14932578_bin.50.fa,74.28,3.97,2674422,3410
SRR14932578_bin.7.fa,71.98,2.74,3336786,7215
SRR14932578_bin.8.fa,67.1,0.1,1003897,352224
SRR14932579_bin.1.fa,77.35,0.0,5395113,5417
SRR14932579_bin.10.fa,67.23,2.23,2060633,9001
SRR14932579_bin.11.fa,62.71,0.0,4689628,2126
SRR14932579_bin.13.fa,62.14,1.32,2627660,3902
SRR14932579_bin.14.fa,77.01,1.72,640503,9826
SRR14932579_bin.15.fa,74.32,3.55,1857847,2727
SRR14932579_bin.16.fa,72.57,2.59,2430923,8696
SRR14932579_bin.17.fa,89.04,1.71,4911182,14294
SRR14932579_bin.18.fa,70.61,0.0,1091670,13069
SRR14932579_bin.19.fa,90.32,2.38,9655983,6951
SRR14932579_bin.2.fa,81.01,0.0,548136,10458
SRR14932579_bin.20.fa,84.51,0.41,5714426,10494
SRR14932579_bin.21.fa,85.4,3.11,3863588,10130
SRR14932579_bin.22.fa,93.01,3.49,5384525,7848
SRR14932579_bin.23.fa,82.97,1.88,2463903,7381
SRR14932579_bin.25.fa,83.81,3.45,3261552,14619
SRR14932579_bin.26.fa,65.32,1.12,3057155,3111
SRR14932579_bin.27.fa,87.12,2.11,3409095,4164
SRR14932579_bin.29.fa,87.88,2.38,4202965,15156
SRR14932579_bin.30.fa,95.51,2.44,2836358,13769
SRR14932579_bin.31.fa,71.91,1.48,2656897,5152
SRR14932579_bin.32.fa,96.14,0.05,2606016,21976
SRR14932579_bin.33.fa,77.88,5.45,3564416,3896
SRR14932579_bin.34.fa,82.58,5.94,2190381,5562
SRR14932579_bin.35.fa,72.46,2.27,2769818,3312
SRR14932579_bin.36.fa,90.46,3.46,2119373,6079
SRR14932579_bin.37.fa,91.76,2.53,2170379,11561
SRR14932579_bin.38.fa,58.27,0.28,555804,5458
SRR14932579_bin.4.fa,89.37,1.91,3245784,18759
SRR14932579_bin.5.fa,86.78,5.99,2459859,2948
SRR14932579_bin.6.fa,82.35,3.94,4111314,10977
SRR14932579_bin.7.fa,78.99,2.22,6742011,4165
SRR14932579_bin.8.fa,99.19,0.0,2663804,39285
SRR14932579_bin.9.fa,90.14,1.11,3337138,22583
SRR14932580_bin.1.fa,85.73,1.84,3036722,15812
SRR14932580_bin.10.fa,72.55,4.08,6564351,2863
SRR14932580_bin.12.fa,87.45,4.58,8893925,5658
SRR14932580_bin.13.fa,79.09,3.46,3370654,3702
SRR14932580_bin.14.fa,73.63,3.44,2784319,2615
SRR14932580_bin.16.fa,73.5,2.41,2295921,4379
SRR14932580_bin.17.fa,86.86,3.92,3134802,4552
SRR14932580_bin.18.fa,76.63,2.8,1830481,2791
SRR14932580_bin.2.fa,80.49,1.17,1839074,5521
SRR14932580_bin.20.fa,89.72,5.68,2490016,3375
SRR14932580_bin.21.fa,91.05,2.55,4845044,13741
SRR14932580_bin.22.fa,84.52,2.37,2335378,9191
SRR14932580_bin.23.fa,84.9,1.51,2157420,3882
SRR14932580_bin.24.fa,66.15,2.5,3361301,7347
SRR14932580_bin.25.fa,83.43,4.35,2044305,3991
SRR14932580_bin.27.fa,81.45,2.12,6714097,5009
SRR14932580_bin.28.fa,69.12,1.23,555732,4866
SRR14932580_bin.29.fa,75.86,4.31,2327082,5921
SRR14932580_bin.3.fa,88.5,2.63,4052017,14719
SRR14932580_bin.30.fa,90.86,1.7,3386284,17679
SRR14932580_bin.31.fa,82.3,3.98,3972601,7960
SRR14932580_bin.32.fa,83.02,2.49,4654695,7470
SRR14932580_bin.34.fa,64.16,0.0,847137,8534
SRR14932580_bin.35.fa,62.94,1.6,2172346,2183
SRR14932580_bin.4.fa,90.23,1.86,2600835,13558
SRR14932580_bin.5.fa,83.42,1.64,4020183,8166
SRR14932580_bin.6.fa,78.76,1.25,3121404,15800
SRR14932580_bin.7.fa,79.24,1.57,5183041,6105
SRR14932580_bin.8.fa,59.27,0.47,966206,2568
SRR14932580_bin.9.fa,96.31,1.02,2637296,22347
SRR14932583_bin.1.fa,92.68,4.49,3738325,6277
SRR14932583_bin.10.fa,74.06,0.19,1504468,12756
SRR14932583_bin.11.fa,85.01,3.91,1968190,4552
SRR14932583_bin.12.fa,91.96,1.94,2201288,5155
SRR14932583_bin.13.fa,71.73,3.71,1968590,2435
SRR14932583_bin.14.fa,79.62,2.46,2223502,4399
SRR14932583_bin.15.fa,67.57,1.33,1231772,1953
SRR14932583_bin.16.fa,96.68,1.49,3293024,23406
SRR14932583_bin.17.fa,86.24,3.33,2767412,4370
SRR14932583_bin.18.fa,99.49,0.48,2969949,58777
SRR14932583_bin.19.fa,95.16,0.65,5580812,34623
SRR14932583_bin.2.fa,92.57,3.75,2613335,28965
SRR14932583_bin.20.fa,82.83,1.73,2966996,8197
SRR14932583_bin.21.fa,78.48,2.63,3936952,5571
SRR14932583_bin.22.fa,94.24,0.55,3438354,24728
SRR14932583_bin.23.fa,95.76,0.49,3080781,36639
SRR14932583_bin.24.fa,91.98,2.61,7373666,42587
SRR14932583_bin.25.fa,90.64,4.99,3351168,6031
SRR14932583_bin.26.fa,90.35,1.24,3210792,7999
SRR14932583_bin.27.fa,96.98,0.55,2576535,33231
SRR14932583_bin.28.fa,78.71,0.95,2202346,4530
SRR14932583_bin.29.fa,97.63,0.47,3546103,34325
SRR14932583_bin.3.fa,95.72,3.1,2436973,13475
SRR14932583_bin.30.fa,77.05,2.48,2141936,5767
SRR14932583_bin.31.fa,95.9,0.66,2929807,17875
SRR14932583_bin.32.fa,94.37,2.64,3226226,23747
SRR14932583_bin.35.fa,79.54,3.06,1843851,3190
SRR14932583_bin.36.fa,62.71,1.12,627998,8577
SRR14932583_bin.37.fa,75.21,0.0,840444,9068
SRR14932583_bin.38.fa,93.45,0.68,1514048,9296
SRR14932583_bin.39.fa,69.97,0.99,1139109,49069
SRR14932583_bin.40.fa,85.36,3.19,2865726,4663
SRR14932583_bin.41.fa,99.05,1.43,3187842,49464
SRR14932583_bin.42.fa,94.09,2.39,3171389,36860
SRR14932583_bin.43.fa,93.42,1.16,2998373,18771
SRR14932583_bin.44.fa,91.92,3.27,6967006,6602
SRR14932583_bin.45.fa,91.63,4.54,2211962,7379
SRR14932583_bin.48.fa,73.41,2.46,890569,11600
SRR14932583_bin.49.fa,87.68,3.98,2247398,10143
SRR14932583_bin.5.fa,87.21,2.97,2860297,8505
SRR14932583_bin.51.fa,91.54,2.48,2560762,8827
SRR14932583_bin.52.fa,69.04,0.0,1012188,4925
SRR14932583_bin.55.fa,65.58,1.99,2062195,8224
SRR14932583_bin.57.fa,60.83,0.85,819912,16491
SRR14932583_bin.58.fa,84.32,1.87,3304154,38357
SRR14932583_bin.59.fa,86.89,0.74,2667803,5167
SRR14932583_bin.6.fa,90.12,0.0,2453941,28807
SRR14932583_bin.60.fa,71.67,3.55,1145297,3561
SRR14932583_bin.61.fa,91.43,0.86,3153216,13424
SRR14932583_bin.64.fa,96.33,0.48,2753860,62449
SRR14932583_bin.65.fa,91.51,1.41,2670159,19794
SRR14932583_bin.66.fa,91.59,0.75,2257611,15147
SRR14932583_bin.67.fa,93.6,0.49,2338147,27146
